id	title	device_name	similar_devices	about	network	company	locations	consumer_release	compatibility	price	connectivity	primary_applications	image_name	potential_workplace_benefits	power_source	componentry
195	Vigo Fatigue Monitor	Vigo	"Vuzix M100 Smart Glasses,GlassUp,Google Glass,Fun'iki Ambient Glasses,Icedot Crash Sensor"	"          The Vigo Fatigue Monitor is a wearable device that tracks alertness over time. It has the capability to alert the user when they are drowsy as well as give recommendations on how to increase their alertness. Vigo's crowdfunding campaign was successful, yielding $57,365 with 635 backers."	"http://wearvigo.com/,http://twitter.com/wearvigo,http://www.facebook.com/wearvigo"	Vigo	Head	Est. Summer 2014	"Android,iOS"	$79.00 USD	Bluetooth	Lifestyle	Vigo%20Fatigue%20Monitor.png?itok=aZQw4dq_	Productivity	Rechargeable Battery	"Infrared Sensor,Accelerometer,Gyroscope,Vibrator,Ambient Light Sensor"
196	Visi Mobile	Visi Mobile	"Atlas Fitness Tracker,Seraphim Sense Angel Wristband,Withings Blood Pressure Monitor,Phyode W/Me,GoBe Activity Monitor"	"          The Visi Mobile is a wearable device worn around the wrist which allows clinicians to be in touch with their patients and check on their vital signs at any given moment. The Visi Mobile is capable of monitoring ECG, heart rate, pulse rate, blood pressure, respiration rate and body temperature. In addition, this technological device is able to transmit data in a wireless manner, so vital signs can be analysed on a remote computer or portable tablet. By monitoring health-related indicators, Visi Mobile can be used to alert doctors and nurses if patients require urgent care."	"http://www.visimobile.com/visi-product-info/,https://www.facebook.com/pages/ViSi-Mobile-System/232572676880356,https://twitter.com/visimobile,http://www.youtube.com/user/SoteraWirelessInc"	Sotera Wireless	Wrist	Undisclosed	Windows	No Announcement Yet	WiFi	Medical	sotera-visi-mobile.png?itok=NkKpwjdq	Productivity	Rechargeable Battery	"Oximeter,OLED Display,Touch Interface,Blood Pressure Meter,ECG Sensor"
197	Voyce Dog Monitor	Voyce Dog Monitor	"Tagg Pet Tracker,FitBark Tracker,Narrative Clip,OMG Autographer,Cuff"	"          The Voyce Dog monitor is a wearable device for dogs that measures key vital signs and overall health. The hi-tech monitor can measure heart rate, respiratory rate and calories on a continuous basis. These data can be uploaded onto a computer for trend mapping and data sharing with vets. Voyce created Apps for iOS and Andriod so that these vital signs and trends can be viewed on the phone or tablet."	"http://www.mydogsvoyce.com/#!/discover,https://twitter.com/mydogsvoyce,https://www.facebook.com/MyDogsVoyce"	Voyce	Neck	Est. April 2014	"Android,iOS,Blackberry,Windows,OSX"	No Announcement Yet	WiFi	Pets Animals	Dog%20monitor_0.png?itok=LEQ3RR4V	Health	Rechargeable Battery	"Accelerometer,Respiratory Monitor,Heart Rate Monitor,Thermometer"
198	Vuzix M100 Smart Glasses	M100	"Google Glass,Optinvent Ora-S,HC1 HeadSet Computer,Atheer One,Vuzix M2000AR "	"          The Vuzix M100 is an Android-based, wearable head-mounted display that offers hands-free access to data. The M100 places a screen extending from a headphone-like mounting device in the field of vision of the user's right eye. The battery lasts between 2 and 8 hours of use."	"http://www.vuzix.com/consumer/products_m100/,https://www.facebook.com/Vuzix?ref=br_tf,https://twitter.com/Vuzix"	Vuzix	Head	Available Now	"Android,iOS"	$999.99 USD	"USB,WiFi,Bluetooth"	"Industrial,Lifestyle"	Vuzix%20M100%20Smart%20Glasses_0.jpg?itok=gjjerfzx	Communication	Rechargeable Battery	"Button Interface,Accelerometer,Ambient Light Sensor,Infrared Sensor,Gyroscope,Magnetometer,Audio Speaker,Microphone,Photo Camera,Video Camera"
199	Vuzix M2000AR 	M2000AR 	"HC1 HeadSet Computer,Vuzix M100 Smart Glasses,InfinitEye Virtual Reality Display,Atheer One,SMI Eye Tracking Glasses"	"The M2000AR glasses is designed to provide hands-free information and augmented reality in industrial usage. This wearable device is compatible with Windows allowing the user to download information onto the glasses for working in the industry. The glasses features a full color, lightweight and thin display technology. This device is also adaptable allowing the user to mount to a safety helmet and includes the option of an external battery pack for longer usage."	"http://www.vuzix.com/consumer/products_m2000ar/,https://www.facebook.com/Vuzix?ref=br_tf,https://twitter.com/Vuzix"	Vuzix	Head	Available Now	Windows	"$5,999.00 USD"	"USB,HDMI"	Industrial	M2000AR-full.png	Productivity	Rechargeable Battery	"Accelerometer,Gyroscope,Magnetometer,Video Camera,Photo Camera, Button Interface"
200	WearIT Smart Watch	Smart Watch	"Adidas Smart Run,Motorola Motoactv,Garmin Approach S3,BIA Sports Watch ,Wellograph Watch"	"          The WearIT Smart Watch is an Android 4.1 powered wearable device that prides itself in being customizable for all types of users - whether for sport, work, or life. Some of it's sport features include it's ability to pool data and share performance metrics with teammates. For the workspace, it's custom enterprise apps allow the smart watch to be used for user identification, manufacturing process monitoring, inventory control, and location identification. The versatility of the WearIT Smart Watch and it's customizable capabilities are the key features that make this device unique."	"http://www.wearit.net/,https://www.facebook.com/wearitwearables,https://plus.google.com/108878639088015676877,https://twitter.com/WearITWearables"	WearIT	Wrist	Undisclosed	Android	No Announcement Yet	"WiFi,Bluetooth,USB,RFID"	Fitness	WearIT%20Smart%20Watch.png?itok=OBkjRGGa	Health	Rechargeable Battery	"GPS,LCD Display,Touch Interface,Accelerometer,Magnetometer,Pedometer,Buzzer,Clock"
201	Wellograph Watch	Wellograph	"Mio Alpha,Epson Pulsense Watch,Adidas Smart Run,Basis B1,Samsung Gear Fit"	"          The Wellograph Watch is a health focused wearable activity tracker that provides users with insightful real-time information through it's simple infographic interface. Elegant and fashionable, this technological device is housed in a stainless steel and aluminum case with a sapphire crystal face. Integrated with a raft of sensors, this smart watch informs users with information regarding their pulse, fitness, steps, as well as other important wellness data. Unlike most activity monitors, this new technology includes a heart rate sensor, which greatly increases its accuracy when determining activity levels. The companion app synchronizes with the Wellograph and allows for a deeper data analysis and other social networking benefits. The app also provides a weekly summary as well as an exercise score. The internal storage holds about 4 months of continuous data, while the battery lasts two weeks per charge (3 months in watch-only mode)."	"http://wellograph.com/,https://www.facebook.com/wellograph,https://twitter.com/#!/Wellograph,http://www.youtube.com/channel/UCNk-x0WoFQysFsmqeJzcrIA"	"Wellograph Co., Ltd."	Wrist	Est. Q2 2014	"iOS,Android"	$320.00 USD	"Bluetooth,USB"	"Lifestyle,Fitness"	Wellograph%20Sapphire%20Wellness%20Watch.png?itok=e8jNbXya	Communication	Rechargeable Battery	"Heart Rate Monitor,Accelerometer,Gyroscope,Magnetometer,LCD Display,Button Interface,Clock"
202	Withings Blood Pressure Monitor	Blood Pressure Monitor	"Qardio QardioArm,BodyMedia Link Armband,Metria IH1,Be Bionic,Thalmic Labs MYO Armband"	"          The Withings Blood Pressure Monitor is a wearable technology worn on the arm that measures blood pressure and heart rate. Paired to an iOS device it tracks, saves and displays data that can then be used as a personal or medical health recorder."	"http://www.withings.com/bloodpressuremonitor,https://www.facebook.com/withings,https://twitter.com/withings,http://www.pinterest.com/withings/,http://www.youtube.com/user/withingsFR,https://plus.google.com/114052172376763471401/posts"	Withings	Arm	Available Now	iOS	$129.95 USD	Proprietary	"Fitness,Lifestyle,Medical"	Withings%20Blood%20Pressure%20Monitor_0.jpg?itok=1PSVxjrr	Health	Disposable Battery	"Heart Rate Monitor,Blood Pressure Meter"
203	Withings Pulse	Pulse	"Qardio QardioCore,Sensible Baby Smart One,4iiii Viiiiva,HXM Smart,Run-N-Read"	"          The Pulse created by Withings is a small 8 gram smart tracker that monitors the users daily activities and heart rate to improve health. It has multiple functions which includes monitoring fitness statistics, analyzing sleep cycles, measuring heart rate and calculating nutrition intake. The Pulse is compatible with iOS and Andriod, the data can be displayed on smart phones in easy-to-read graphs, numbers and timeline. The heart rate can be easily measured by touching the back of the wearable device with the press of one finger. In addition, the Pulse uses the world's largest food, nutrition and calorie database to determine a balance activity and nutrition."	"http://www.withings.com/pulse,http://www.facebook.com/withings,http://twitter.com/withings,http://pinterest.com/withings/,http://www.youtube.com/user/withingsFR"	Withings	"Wrist,Chest"	No Announcement Yet	"iOS,Android"	No Announcement Yet	Bluetooth	"Fitness,Medical"	Withering%20Pulse.png?itok=hpBVK0KL	Health	Rechargeable Battery	"OLED Display,Touch Interface,Heart Rate Monitor,Clock"
204	Xensr 	Xensr	"Fitbug Orb  ,Catapult Nanotrak,BioPatch,Fitbit One,BPM Physio"	"          Xensr is a wearable device that measures the height of the users jump in sports such as skateboarding, skiing and jet skiing. This technology is comprised of a small cylinder the size of an Oreo which can be placed on an armband, iphone case and T-shirt. The device can store 4 hours of riding in memory and it contains Loft Sensors that alerts the user when they are in contact with the ground, snow or water. The device is also compatible with multiple variety of mounts for sporting equipment."	"http://xensr.com/xensr/,https://www.facebook.com/Xensr,https://twitter.com/Xensr,http://www.youtube.com/user/xensr"	Xensr	Body (Anywhere)	Available Now	"iOS,Android"	$149.95 USD	Bluetooth	Fitness	Xensr%2B_0.png?itok=Cckq0c3R	Training	Rechargeable Battery	"Undisclosed,GPS"
205	Xybermind Achillex	Achillex	"3L Labs Footlogger,Moticon OpenGo Science,Geopalz iBitz,Lechal Shoe,Owlet Baby Monitor"	"          The Xybermind Achillex is a complete wearable system that consists of an ankle wrap (placed around running shoes) and a vest. The Achillex system measures the impact force, degree of pronation, and orientation of the foot. The technology is fully automated and measurements are taken up to 400 times per second and are used to determine the ideal shoe for the user. Used in the retail environment, the device's integrated display directly shows easy-to-understand diagrams to customers in order to help them make the right purchase decision."	http://www.xybermind.net/en/products/main.htm	Xybermind	"Torso,Feet"	Available Now	Windows	"%u20AC1,400.00 EUR"	USB	"Fitness,Medical"	Xybermind%20Achillex_0.jpg?itok=6i1jgIcG	Health	Rechargeable Battery	Undisclosed
206	Zinc Zen Sensor	Zen	"SoundBite,Aquapulse Heart Rate Monitor,Seraphim Sense Angel Wristband,Atlas Fitness Tracker,GoBe Activity Monitor"	"          The Zen Sensor is a wearable device worn on the ear and is used to detect heart rate and blood pressure. The information is sent to the smartphone, tablet or computer for viewing and analyzing. The technology fits comfortably on the ear and will not get in the way of regular work. There is an App that will guide the user to a state of deeper relaxation and teach the user a form of breathing that will lower stress, increase focus and improve sleep quality."	http://www.zincsoftware.com/howitworks.html	Zinc	Ear	Undisclosed	"iOS,Android,Windows Mobile,Blackberry,Windows"	No Announcement Yet	Bluetooth	Lifestyle	tn_1571_zendevice5-1374693067.jpg?itok=_OpjgKXh	Health	Rechargeable Battery	"Oximeter,Heart Rate Monitor,Button Interface"
207	Zio XT Patch	Zio XT Patch	"BioPatch,Sense Pro Dry Electrodes,Somaxis MyoLink,9Solutions IPCS Products,Fitbug Orb  "	"          The Zio XT Patch is a wearable device that continuously measures heart rate in a discreet and wireless manner. The technology records heartbeats during sleeping time as well as other day-to-day activities, up to 14 days. After the recording period, the data is sent to the iRhythm clinical app for analysis, using FDA-cleared algorithms. Zio was certified by cardiographic technicians who ensured its accuracy when analysing cardiac activity, and the quality of its reports."	http://www.irhythmtech.com/zio-solution/zio-patch/index.html	iRhythm	Body (Anywhere)	Undisclosed	"Windows,OSX"	No Announcement Yet	Bluetooth	Medical	irhythm.png?itok=zWDRVQ-N	Health	Rechargeable Battery	"ECG Sensor,Undisclosed"
208	ZTE BlueWatch	BlueWatch	"Sonostar SmartWatch,Agent Smartwatch,Pebble Steel Smartwatch,Pebble Smartwatch,FashionTEQ Zazzi"	"          The ZTE BlueWatch is a wearable device designed to track daily activity and facilitate access to basic smartphones' functions. The device features a black and white e-paper display, 3 command buttons on the left and 1 on the right. The device connects over Bluetooth and synchronizes with the mobile phone via an application. BlueWatch can receive notifications, count steps, localize the user's phone and offers other typical smart watch functions."	"Undisclosed,http://www.twitter.com/ZTEPress,http://www.facebook.com/ZTECorp,https://plus.google.com/108080300155741830785/posts,http://www.youtube.com/user/ZTEUSAInc"	ZTE	Wrist	Undisclosed	"iOS,Android"	No Announcement Yet	"USB,Bluetooth"	Lifestyle	ZTE%20BlueWatch.png?itok=ot8V75Gd	Communication	Rechargeable Battery	"E-Paper Display,Button Interface,Clock"
209	Zypad WL1500	Zypad WL1500	"Neptune Pine,PFO Safety Bracelet,HereO,Omate TrueSmart Watch,sWaP Watches"	"          Zypad WL1500 is a wearable computer that gives the user access to instant computing capabilities without sacrificing mobility. The device is equipped with a wide range of wireless capabilities and a touch screen interface, making it an ideal tool for many industrial and home applications. It runs on Windows with a 128 Gb hard drive and Marvell PXA320 processor. It also has USB ports and Micro SD slots."	http://www.zypad.com/zypad/products/wrist+worn+computers/Zypad+WL1500	EuroTech	Wrist	Undisclosed	Windows	No Announcement Yet	"Bluetooth,Zigbee,WiFi,Cellular Network,USB"	Industrial	Zypad.png?itok=lg5-t4p4	Communication	Rechargeable Battery	"GPS,Accelerometer,Touch Interface"
